Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
fixme  convert to non parented trees because not all code follows the,Yes,No,Yes,>SATD
todo   ignored ,Yes,No,Yes,>SATD
better if  source  remains unchanged  perhaps ,Yes,Yes,Yes,>SATD
ensure string  split around substitution sites ,No,Yes,Yes,>SATD
maybe not necessary  if transforms only add  func ,Yes,Yes,Yes,>SATD
fixme  cache should expire items,Yes,No,Yes,>SATD
 cached timeout 24   3600   fixme does not work with generators,Yes,Yes,Yes,>SATD
todo  tabulate   plot,No,No,Yes,>SATD
this is redundant but needed to support both javascript enabled   foo,Yes,No,Yes,>Not SATD
fixme  using only word as key throws away dependency on n and lexicon ,Yes,No,Yes,>SATD
fixme  this should happen in parser object ,Yes,No,Yes,>SATD
fixme  this is ugly,Yes,Yes,Yes,>SATD
todo  add disc  option  optimize disc false ,Yes,Yes,Yes,>SATD
fixme  auxiliaries should also be ignored,Yes,Yes,Yes,>SATD
introduce a vp unless it would lead to a unary,No,Yes,Yes,>Not SATD
apparently there can be a  verb  particle without a verb ,No,Yes,Yes,>Not SATD
todo  only set css display  none  when js is available ,Yes,No,Yes,>SATD
fixme  build a different ntfd for ewe ,Yes,No,Yes,>SATD
todo  read    produce ewe weights ,Yes,No,Yes,>SATD
todo  should be an iterator,Yes,No,Yes,>SATD
todo  read incrementally,Yes,No,Yes,>SATD
todo  get full viterbi parse forest  turn into chart w  chartitems,Yes,Yes,Yes,>SATD
fixme  assert matrix rowindex  i  in  none  corner    ,Yes,Yes,Yes,>SATD
fixme  1 is not right ,Yes,Yes,Yes,>SATD
fixme  need multipleparentedtree for secedges,Yes,Yes,Yes,>SATD
fixme  don t have tag,Yes,Yes,Yes,>SATD
todo  use iterparse  ,Yes,No,Yes,>SATD
fixme  catching errors here doesn t seem to work,Yes,Yes,Yes,>SATD
overwrite previous instance as garbage collection kludge,Yes,Yes,Yes,>SATD
options  none   head    all   todo ,Yes,No,Yes,>SATD
fixme  should we do this  before  binarization ,Yes,Yes,Yes,>SATD
todo  autoconvert  mrg to  t2c gz,Yes,Yes,Yes,>SATD
todo  check for err  raise if fatal ,Yes,Yes,Yes,>SATD
todo  can we do this without reading stdout completely ,Yes,Yes,Yes,>SATD
todo  autoconvert treebank files to tokenized sents files,Yes,No,Yes,>SATD
todo  add  batch  action to web interface ,Yes,Yes,Yes,>SATD
one graph for each query  maybe one for each text as well  ,No,No,No,>SATD
fixme  enable disc  bracketings in fragment extractor,Yes,No,Yes,>SATD
fixme  only reload corpora if necessary here ,Yes,No,Yes,>SATD
fixme  memory leak here ,Yes,Yes,Yes,>SATD
todo  make trees optional  accept  txt and tokenize into  tok,Yes,Yes,Yes,>SATD
todo  expand this to extract all depth n fragments for arbitrary n ,Yes,Yes,Yes,>SATD
fixme  markyf does not work with unaries ,Yes,No,Yes,>SATD
todo  parse penn tb functions and traces  put into  source attribute,Yes,Yes,Yes,>SATD
fixme  altweights ,Yes,No,Yes,>SATD
fixme  combination of factor  left  and headoutward true is broken ,Yes,Yes,Yes,>SATD
fixme  check which functions should not go in the vp,Yes,No,Yes,>SATD
hack  this is actually an id but can t add new attributes,Yes,Yes,Yes,>SATD
fixme matching subtree not returned,Yes,Yes,Yes,>SATD
fixme  elif  frag  in corpora ,Yes,Yes,Yes,>SATD
nb  pickling arrays is efficient in python 3,No,Yes,Yes,>SATD
fixme  use start,Yes,No,Yes,>SATD
todo  is it advantageous to keep mmap ed files open ,Yes,No,Yes,>SATD
fixme support multiple marked nodes  fmt   r  s    w    m           ,Yes,Yes,Yes,>SATD
remove unused rows  reverse,No,Yes,Yes,>Not SATD
fixme  add  count   to re2,Yes,No,Yes,>SATD
fixme  eliminate this,Yes,Yes,Yes,>SATD
move to sibling if possible ,No,No,No,>SATD
move up,No,Yes,Yes,>SATD
fixme avoid computing parent idx,Yes,Yes,Yes,>SATD
todo  allow single terminals as queries  word,Yes,No,Yes,>SATD
todo  interpret multiple fragments in a single query as and query ,Yes,Yes,Yes,>SATD
todo  compiled query set  re usable on new documents ,Yes,Yes,Yes,>SATD
htmlescape a     fixme conflicts w  highlighting,Yes,No,Yes,>SATD
fixme  may be different number than for other formats,Yes,No,Yes,>SATD
fixme  add coindexed nodes,Yes,Yes,Yes,>SATD
fixme  this works by accident   ,Yes,Yes,Yes,>SATD
fixme  this is not correct for disc  trees ,Yes,No,Yes,>SATD
fixme  store headrules in grammar ,Yes,No,Yes,>SATD
needed for treeparsing  ,No,No,No,>Not SATD
fixme  properly adjust x start and end so arcs do not overlap,Yes,Yes,Yes,>SATD
fixme  highlight crossing edges,Yes,Yes,Yes,>SATD
fixme  horiz  markov label is wrong when direction switches,Yes,No,Yes,>SATD
leaf itself can be empty  leaf ends with closing paren or whitespace,No,No,No,>Not SATD
fixme  support negative indices,Yes,Yes,Yes,>SATD
fixme  support negative indices  why 1 based indices ,Yes,Yes,Yes,>SATD
hack to revert   qu     etc back to   qu   ,Yes,Yes,Yes,>SATD
a n  maybe with det  adj  and pps,No,Yes,Yes,>SATD
todo  extend list of allowed compounds,Yes,No,Yes,>SATD
an n  maybe with det  adj  and pps ,No,Yes,Yes,>SATD
fixed expressions like   aujourd hui    todo  extend list of allowed compounds,Yes,Yes,Yes,>SATD
fixme  by adding trees at this point  cannot support 2dop splitdisc,Yes,Yes,Yes,>SATD
fixme  this is highly similar to sents    but no caching,Yes,No,Yes,>SATD
fixme cannot do this  would change node numbers ,Yes,Yes,Yes,>SATD
nb  could implement proper streaming  random access using  index file,Yes,Yes,Yes,>SATD
fixme  should use select to avoid deadlocks due to os pipe buffers,Yes,Yes,Yes,>SATD
fixme  retcode 2 means warning  allow warnings ,Yes,Yes,Yes,>SATD
todo  decompress stdin on the fly,Yes,No,Yes,>SATD
the more data we have  the better our model generalizes over,No,Yes,Yes,>SATD
improve model performance ,No,No,No,>SATD
instead  we use them to evaluate the models performance on unseen data,No,Yes,Yes,>Not SATD
we can better observe the process of model training with plots ,No,No,No,>SATD
if you would like to know how to train a model on a much larger dataset,No,Yes,Yes,>SATD
following the convention used in mxnet  we recommend a lst file which is a plain text list file to store labels ,No,Yes,Yes,>Not SATD
take bounding boxes by slice columns from 0 to 4,No,No,No,>Not SATD
      1  export trained gluoncv network to json                                                        it is awesome if you are enjoy using gluoncv in python for training and testing     at some point  you might ask    is it possible to deploy the existing models to somewhere out of python environments           the answer is   absolutely     and it s super easy actually         this article will show you how to export networks  models to be used somewhere other than python               ,No,Yes,No,>SATD
      3  inference with quantized models                                                 this is a tutorial which illustrates how to use quantized gluoncv    models for inference on intel xeon processors to gain higher performance         the following example requires   gluoncv  0 4   and   mxnet mkl  1 5 0b20190314    please follow  our installation guide          index html installation     to install or upgrade gluoncv and nightly build of mxnet if necessary         introduction                        gluoncv delivered some quantized models to improve the performance and reduce the deployment costs for the computer vision inference tasks  in real production  there are two main benefits of lower precision  int8   first  the computation can be accelerated by the low precision instruction  like intel vector neural network instruction  vnni   second  lower precision data type would save the memory bandwidth and allow for better cache locality and save the power  the new feature can get up to 2x performance speedup in the current aws ec2 cpu instances and will reach 4x under the  intel deep learning boost  vnni   https     www intel ai  intel deep learning boost   gs 0ngn54    enabled hardware with less than 0 5  accuracy drop         please checkout  verify pretrained py  https     raw githubusercontent com  dmlc  gluon cv  master  scripts  classification  imagenet  verify pretrained py    for imagenet inference    and  eval ssd py  https     raw githubusercontent com  dmlc  gluon cv  master  scripts  detection  ssd  eval ssd py    for ssd inference         performance                       gluoncv supports some quantized classification models and detection models     for the throughput  the target is to achieve the maximum machine efficiency to combine the inference requests together and get the results by one iteration  from the bar chart  it is clearly that the quantization approach improved the throughput from 1 46x to 2 71x for selected models     below cpu performance is from aws ec2 c5 18xlarge with 18 cores            figure   https     user images githubusercontent com  17897736  54540947 dc08c480 49d3 11e9 9a0d a97d44f9792c png        alt  gluon quantization performance           gluon quantization performance                                                                                                                                                    model                  dataset    batch size   c5 18xlarge fp32   c5 18xlarge int8   speedup   fp32 accuracy     int8 accuracy                                                                                                                                                   resnet50 v1             imagenet   128          122 02             276 72             2 27      77 21   93 55      76 86   93 46                                                                                                                                                    mobilenet 1 0           imagenet   128          375 33             1016 39            2 71      73 28   91 22      72 85   90 99                                                                                                                                                    ssd vgg 300             voc        224          21 55              31 47              1 46      77 4              77 46                                                                                                                                                           ssd vgg 512             voc        224          7 63               11 69              1 53      78 41             78 39                                                                                                                                                           ssd resnet50 v1 512     voc        224          17 81              34 55              1 94      80 21             80 16                                                                                                                                                           ssd mobilenet1 0 512    voc        224          31 13              48 72              1 57      75 42             75 04                                                                                                                                                             quantized ssd models are evaluated with   nms thresh 0 45      nms topk 200           demo usage for ssd                                 code   bash             with pascal voc validation dataset saved on disk       python eval ssd py   network vgg16 atrous   quantized   data shape 300   batch size 224   dataset voc        usage                      synopsis                python eval ssd py   h     network network     quantized                                       data shape data shape     batch size batch size                                       dataset dataset     num workers num workers                                       num gpus num gpus     pretrained pretrained                                       save prefix save prefix            options                 h    help            show this help message and exit                  network network     base network name                  quantized           use int8 pretrained model                  data shape data shape                                        input data shape                  batch size batch size                                        eval mini batch size                  dataset dataset     eval dataset                   num workers num workers   j num workers                                        number of data workers                  num gpus num gpus   number of gpus to use                   pretrained pretrained                                        load weights from previously saved parameters                   save prefix save prefix                                        saving parameter prefix          ,No,Yes,No,>SATD
      08  finetune a pretrained detection model                                                        fine tuning is commonly used approach to transfer previously trained model to a new dataset     it is especially useful if the targeting new dataset is relatively small         finetuning from pre trained models can help reduce the risk of overfitting     finetuned model may also generalizes better if the previously used dataset is in the similar domain of the new dataset         this tutorial opens up a good approach for fine tuning object detection models    provided by gluoncv     more specifically  we show how to use a customized pikachu dataset and illustrate the finetuning fundamentals step by step     you will be familiarize the steps and modify it to fit your own object detection projects               ,No,Yes,No,>SATD
first we will start with a nice pikachu dataset generated by rendering 3d models on random real world scenes ,No,Yes,Yes,>Not SATD
therefore finetuning may converge significantly faster and better in some situations ,No,Yes,Yes,>SATD
      06  train faster rcnn end to end on pascal voc                                                            this tutorial goes through the basic steps of training a faster rcnn  ren15   object detection model    provided by gluoncv         specifically  we show how to build a state of the art faster rcnn model by stacking gluoncv components         it is highly recommended to read the original papers  girshick14     girshick15     ren15      to learn more about the ideas behind faster r cnn     appendix from  he16   and experiment detail from  lin17   may also be useful reference            hint              you can skip the rest of this tutorial and start training your faster rcnn model        right away by downloading this script              download  download train faster rcnn py             scripts  detection  faster rcnn  train faster rcnn py              example usage             train a default resnet50 v1b model with pascal voc on gpu 0                code block   bash                python train faster rcnn py   gpus 0            train a resnet50 v1b model on gpu 0 1 2 3                code block   bash                python train faster rcnn py   gpus 0 1 2 3   network resnet50 v1b            check the supported arguments                code block   bash                python train faster rcnn py   help               hint              since lots of contents in this tutorial is very similar to  doc     train ssd voc   you can skip any part        if you feel comfortable               ,No,Yes,No,>SATD
fix seed in this tutorial,Yes,Yes,Yes,>SATD
a handy dataloader would be very convenient for us to apply different transforms and aggregate data into mini batches ,No,Yes,Yes,>Not SATD
but the question is  what is the proper way to calculate   n    should we sum up,No,Yes,Yes,>SATD
which one is better ,No,Yes,Yes,>Not SATD
in our experiments  batch wise norm is always better on pascal voc dataset ,No,Yes,Yes,>SATD
      04  train ssd on pascal voc dataset                                                  this tutorial goes through the basic building blocks of object detection    provided by gluoncv     specifically  we show how to build a state of the art single shot multibox    detection  liu16   model by stacking gluoncv components     this is also a good starting point for your own object detection project            hint              you can skip the rest of this tutorial and start training your ssd model        right away by downloading this script              download  download train ssd py             scripts  detection  ssd  train ssd py              example usage             train a default vgg16 atrous 300x300 model with pascal voc on gpu 0                code block   bash                python train ssd py            train a resnet50 v1 512x512 model on gpu 0 1 2 3                code block   bash                python train ssd py   gpus 0 1 2 3   network resnet50 v1   data shape 512            check the supported arguments                code block   bash                python train ssd py   help              ,No,Yes,No,>SATD
      07  train yolov3 on pascal voc                                            this tutorial goes through the basic steps of training a yolov3 object detection model    provided by gluoncv         specifically  we show how to build a state of the art yolov3 model by stacking gluoncv components                hint              you can skip the rest of this tutorial and start training your yolov3 model        right away by downloading this script              download  download train yolo3 py             scripts  detection  yolo  train yolo3 py          random shape training requires more gpu memory but generates better results  you can turn it off by setting    no random shape              example usage             train a default darknet53 model with pascal voc on gpu 0                code block   bash                python train yolo3 py   gpus 0            train a darknet53 model on gpu 0 1 2 3 with synchronize batchnorm                code block   bash                python train yolo3 py   gpus 0 1 2 3   network darknet53   syncbn            check the supported arguments                code block   bash                python train yolo3 py   help               hint              since lots of contents in this tutorial is very similar to  doc     train ssd voc   you can skip any part        if you feel comfortable               ,No,Yes,No,>SATD
      2  train mask rcnn end to end on ms coco                                                       this tutorial goes through the steps for training a mask r cnn  he17   instance segmentation model    provided by gluoncv         mask r cnn is an extension to the faster r cnn  ren15   object detection model     as such  this tutorial is also an extension to  doc      examples detection  train faster rcnn voc      we will focus on the extra work on top of faster r cnn to show how to use gluoncv components    to construct a mask r cnn model         it is highly recommended to read the original papers  girshick14     girshick15     ren15     he17      to learn more about the ideas behind mask r cnn     appendix from  he16   and experiment detail from  lin17   may also be useful reference            hint              please first go through this  ref  sphx glr build examples datasets mscoco py  tutorial to        setup mscoco dataset on your disk            hint              you can skip the rest of this tutorial and start training your mask rcnn model        right away by downloading this script              download  download train mask rcnn py             scripts  instance  mask rcnn  train mask rcnn py              example usage             train a default resnet50 v1b model with coco dataset on gpu 0                code block   bash                python train mask rcnn py   gpus 0            train on gpu 0 1 2 3                code block   bash                python train mask rcnn py   gpus 0 1 2 3            check the supported arguments                code block   bash                python train mask rcnn py   help              ,No,Yes,No,>SATD
since similar behavior is observed  we implement a   batchnormcudnnoff   layer as a temporary solution ,Yes,Yes,Yes,>SATD
the image from  10 to 10 degrees  and crop the image with padding if needed ,No,Yes,Yes,>Not SATD
fine tune again on pascal voc dataset to get the best performance ,No,Yes,Yes,>Not SATD
swap columns  gluon cv requires  xmin ymin xmax ymax id extra0 extra1 xxx ,No,Yes,Yes,>Not SATD
so we hack it by load and export once to a temporary params file,Yes,Yes,Yes,>SATD
row maybe sampled by 2 columns but still only matches to most overlapping gt,No,Yes,Yes,>SATD
should not be a problem right now  switch to better solution is needed ,Yes,Yes,Yes,>SATD
      feature extraction blocks     feature or multi feature extraction is a key component in object detection     class predictor  box predictor are usually applied on feature layer s      a good feature extraction mechanism is critical to performance           ,No,No,No,>SATD
append sentinel values at both ends,No,No,No,>Not SATD
move images to proper subfolders,Yes,Yes,Yes,>SATD
fix batchnorm  fix first stage  etc   ,Yes,Yes,Yes,>SATD
random randint 1  10000    fix seed,Yes,No,Yes,>Not SATD
load checkpoint if needed,No,No,No,>Not SATD
resume checkpoint if needed,No,Yes,Yes,>Not SATD
use valid only  loading training split is very slow,No,Yes,Yes,>Not SATD
infer number of classes from the number of columns in gt overlaps,No,Yes,Yes,>Not SATD
compute values needed for means and stds,No,No,No,>Not SATD
these values will be needed for making predictions,No,Yes,Yes,>Not SATD
hack hack hack,Yes,No,Yes,>SATD
todo passed in as an argument,Yes,No,Yes,>SATD
todo refactor the following two functions due to overlapping,Yes,Yes,Yes,>SATD
build token list for each sentence  urgh  fixme ,Yes,No,Yes,>SATD
changing epoc to larger values helps getting better prediction ,No,No,No,>SATD
load needed classes,No,Yes,Yes,>Not SATD
tie goes to the diag move ,No,No,No,>Not SATD
tie goes to up move ,No,No,No,>Not SATD
todo probably needs jupyter extension to be able to display pdf ,Yes,Yes,Yes,>SATD
todo introduce possibility to pass a list to  rename  once we don t need to support 3 5 any longer ,Yes,Yes,Yes,>SATD
  mixin for configurable classes that work with connection files,No,No,No,>Not SATD
  the kernel manager class   this is configurable to allow subclassing of the,No,Yes,Yes,>Not SATD
will be much more efficient ,No,Yes,Yes,>Not SATD
  the kernel spec class   this is configurable to allow subclassing of the,No,Yes,Yes,>Not SATD
todo does this work on gridfs file ,Yes,Yes,Yes,>SATD
todo  read grayscale,Yes,No,Yes,>SATD
same in all layers  in uniform distribution this ends up being the range ,No,No,No,>Not SATD
the performance of current implementation is better than updating,No,No,No,>SATD
generic way to extend multihead attention,No,No,No,>Not SATD
    memory efficient full attention layer    ,No,Yes,Yes,>SATD
memory efficient,No,Yes,Yes,>Not SATD
concat columns of pad to shift from relative to absolute indexing ,No,Yes,Yes,>Not SATD
we only multiply with the needed embeddings as we slice them out ,No,Yes,Yes,>Not SATD
hack to make each expert have a unique id,Yes,Yes,Yes,>SATD
a hack could be to add at least one sequence of each batch on each group so,Yes,Yes,Yes,>SATD
   1 shards helps with faster parameter distribution on multi gpu machines,No,Yes,Yes,>Not SATD
todo figure out what this is supposed to do l309 in cnn get batch hardmine m,Yes,Yes,Yes,>SATD
needed because a dataloader doesn t accept pil images for batching,No,No,No,>Not SATD
todo check peiyun s code to see the correct way to perform nms,Yes,Yes,Yes,>SATD
hack to ensure iou is correct,Yes,Yes,Yes,>SATD
target input  input to decoder  ends with  eos  and oovs are replaced with  unk ,No,Yes,Yes,>Not SATD
target for copy model  ends with  eos   oovs are replaced with temporary idx  e g  50000  50001 etc  ,No,Yes,Yes,>Not SATD
move data to gpu if available,No,Yes,Yes,>SATD
probably the best way to do this is by moving the sample pushing,No,Yes,Yes,>SATD
perform a move,No,Yes,Yes,>Not SATD
set larger n playout for better performance,Yes,Yes,Yes,>SATD
greedily select next move ,Yes,No,Yes,>Not SATD
add dirichlet noise for exploration  needed for self play training ,No,No,No,>Not SATD
the with statement is needed to make sure the tf contrib version of batch norm properly performs its updates,No,Yes,Yes,>SATD
          code for evaluation of acdc metrics  writes full report of experiment performance         authors     christian f  baumgartner  c f baumgartner gmail com     lisa  m  koch  lisa margret koch gmail com         extended from code made available by    author  cl u00e9ment zotti  clement zotti usherbrooke ca     date  april 2017    link  http     acdc creatis insa lyon fr              ,No,No,No,>SATD
hack  remove this and put in custom code,Yes,No,Yes,>SATD
hack because we moved metrics module and we should have done that,Yes,Yes,Yes,>SATD
move to the next gpu,No,Yes,Yes,>SATD
todo  write out a few visualizations,Yes,Yes,Yes,>SATD
how much do we care about each annotation in this image ,No,Yes,Yes,>SATD
why do extra work  ,Yes,Yes,Yes,>SATD
hack in a decent bounding box to fix the roi ,Yes,No,Yes,>SATD
find an unused category id,No,Yes,Yes,>Not SATD
fix annotations of modified categories,No,No,No,>Not SATD
keep track of an unused id we may use,Yes,Yes,Yes,>Not SATD
todo  each sample should be weighted depending on n aids in its pcc,Yes,Yes,Yes,>SATD
hack guess if comparable based on viewpoint,Yes,No,Yes,>SATD
note  cv2 functions would probably be faster here,Yes,Yes,Yes,>SATD
todo  only use horizontal flipping and translation by 4 pixels to,Yes,No,Yes,>SATD
  hack,Yes,No,Yes,>SATD
hack while i fix the call,Yes,No,Yes,>SATD
undo letterbox to move back to original input shapes,Yes,No,Yes,>SATD
move the weights to the local computer,No,Yes,Yes,>SATD
link the hashed run dir to the human friendly nice dir,No,Yes,Yes,>SATD
todo  hash this to some degree,Yes,Yes,Yes,>SATD
todo  add in n classes if applicable,Yes,Yes,Yes,>SATD
todo  make this more efficient,Yes,Yes,Yes,>SATD
only allowed to select unused annotations,No,No,No,>Not SATD
  hack to transform initial state,Yes,Yes,Yes,>SATD
hack to transform initial state,Yes,Yes,Yes,>SATD
maybe this had a weird bad init state ,Yes,No,Yes,>SATD
fix the docs  https     github com  pytorch  pytorch  issues  14099,No,No,No,>Not SATD
this convention has the property that when thresh 0  we dont just,No,No,No,>Not SATD
fixme  continue to fix ansi,Yes,Yes,Yes,>SATD
find how much padding is needed,No,Yes,Yes,>SATD
todo  we could check the timestamp in the cerficiate,Yes,Yes,Yes,>SATD
extra compile args   gcc       wno cpp       wno unused function     ,No,Yes,Yes,>Not SATD
  is there a better way to incorporate these into normal ext modules,No,No,No,>SATD
  hack hack hack,Yes,No,Yes,>SATD
todo  can we determine what the batch size is at this point ,Yes,Yes,Yes,>SATD
hack  currently dont step on epochs for batchaware schedulers,Yes,No,Yes,>SATD
step to move to the next epoch,No,Yes,Yes,>SATD
fixme  dont assume constant sizes,Yes,No,Yes,>SATD
  toch compatible interface where epoch is really last epoch,No,Yes,Yes,>SATD
hack  ensure dataloader has batch size attr,Yes,Yes,Yes,>SATD
cls unused ovidx    false,No,Yes,Yes,>Not SATD
perfectly to the input  it may crop a bit of the ends   if this is,No,No,No,>Not SATD
workaround deadlocks with dataloader,Yes,Yes,Yes,>SATD
fixme  the reducelronpleateau is broken with restarts,Yes,No,Yes,>SATD
fix for travis ,No,Yes,Yes,>Not SATD
fix bug in imgaug  todo  report the bug ,Yes,No,Yes,>SATD
todo  load directly from instead of using initializer info  snap fpath   ,Yes,Yes,Yes,>SATD
todo  load directly from instead of using initializer self info  snap fpath   ,Yes,Yes,Yes,>SATD
todo  handle assignments,Yes,Yes,Yes,>SATD
todo  need to handle non simple expressions,Yes,Yes,Yes,>SATD
todo  we might simply default to sgd,Yes,No,Yes,>SATD
todo  we could probably default the monitor to something reasonable,Yes,Yes,Yes,>SATD
hack  dont override patience  use whatever the current val is,Yes,Yes,Yes,>SATD
depricate  i don t think this is needed anymore,Yes,Yes,Yes,>Not SATD
hack to prefix the nice name in dummy mode,Yes,Yes,Yes,>SATD
todo  calibration dataset,Yes,No,Yes,>SATD
todo  should other be included in initkw  i think it should ,Yes,No,Yes,>SATD
probably should also include monitor  xpu  nice,No,Yes,Yes,>SATD
fixme  this breaks if the package doesnt have a version num,Yes,Yes,Yes,>SATD
apparently package deps are broken in 3 4,Yes,No,Yes,>Not SATD
 todo  if the index is built  we can use that to only modify,Yes,Yes,Yes,>SATD
todo  it would be nice if this mapping was as part of the index ,Yes,Yes,Yes,>SATD
todo  warn the user and take the most recently,Yes,No,Yes,>SATD
note  we are using following convention ,No,No,No,>Not SATD
hack  don t build anything for universal builds,Yes,No,Yes,>SATD
real class  all other classes are not needed  due to softmax magic ,No,Yes,Yes,>Not SATD
hack the mapping collation implementation to print error info,Yes,Yes,Yes,>SATD
todo  need to rename and allow a list of arbitrary files,Yes,Yes,Yes,>SATD
fixme  make this more general and robust,Yes,No,Yes,>SATD
todo  make including arbitrary files easier,Yes,Yes,Yes,>SATD
hack for string based data,Yes,Yes,Yes,>SATD
todo  ensure the cpu mode is also deterministic,Yes,Yes,Yes,>SATD
see if we can hack to gether what the param names are,Yes,Yes,Yes,>SATD
todo fix issue with from   import statements,Yes,Yes,Yes,>SATD
perhaps dump tensorboard metrics to png    pickle ,No,Yes,Yes,>SATD
todo  needs massive cleanup and organization,Yes,Yes,Yes,>SATD
todo  add in centering if applicable,Yes,Yes,Yes,>SATD
todo  the fast ai baseline,Yes,Yes,Yes,>SATD
todo  https     github com  fastai  fastai  blob  c7df6a5948bdaa474f095bf8a36d75dbc1ee8e6a  fastai  callbacks  one cycle py,Yes,No,Yes,>SATD
todo  make this work like outputshape,Yes,No,Yes,>SATD
hack  multiple ways to do something,Yes,Yes,Yes,>SATD
  hack  need variable width,Yes,No,Yes,>SATD
fixme  probably a more cannonical way to include bar,Yes,No,Yes,>SATD
autolabeling with tranpose support  but this is a hack that,Yes,Yes,Yes,>SATD
hack    fix any transpose issues,Yes,Yes,Yes,>SATD
todo check if xdata is integral,Yes,No,Yes,>SATD
hack only works when transpose   true,Yes,Yes,Yes,>SATD
mplrc  figure titlesize   todo ,Yes,Yes,Yes,>SATD
todo  return better info,Yes,No,Yes,>SATD
  hackier  fixme to use regex or something,Yes,Yes,Yes,>SATD
hack in a richer selection of example pairs,Yes,No,Yes,>SATD
todo  triple,Yes,No,Yes,>SATD
python 2 hack,Yes,Yes,Yes,>SATD
hack for python2 classes without   init  ,Yes,Yes,Yes,>SATD
this line seems like a safe way to reset model weights,No,No,No,>SATD
todo  ensure that the loader is cleaned up properly,Yes,No,Yes,>SATD
give the user a way of visualizing what we did,No,No,No,>SATD
hack because data is setup wrong,Yes,Yes,Yes,>SATD
todo  note if flipped left  right,Yes,No,Yes,>SATD
todo  we could cache the result based on the netharn,Yes,No,Yes,>SATD
todo  download,Yes,No,Yes,>SATD
hack  rework this,Yes,No,Yes,>SATD
          todo                fast pdist priority  look at absolute difference in sibling entropy            when deciding whether to go up or down in the tree                   medschool applications true pred matching  applicant proposing  fast            algorithm                   maybe looping over truth rather than pred is faster  but it makes you            have to combine pred score    ious  which is weird                x  preallocate ndarray and use hstack to build confusion vectors               doesn t help                  relevant classes    classes    classes of interest we care about needs            to be a first class member of detection metrics           ,Yes,Yes,No,>SATD
keep track which true boxes are unused    not assigned,No,Yes,Yes,>Not SATD
todo  cleanup,Yes,No,No,>SATD
first grab all candidate unused true boxes and lookup precomputed,No,Yes,Yes,>Not SATD
flag any unused true box that overlaps,No,No,No,>Not SATD
mark unused true boxes we failed to predict as false negatives,No,Yes,Yes,>Not SATD
at least 2 points are needed to compute area under curve  but x shape   1,Yes,Yes,Yes,>Not SATD
hack in the probs,Yes,Yes,Yes,>SATD
hack all parent probs to 1 0 so conditional probs,Yes,Yes,Yes,>SATD
todo  could add a fudge factor here so the,Yes,Yes,Yes,>SATD
todo  could also maximize entropy of descendant nodes,Yes,Yes,Yes,>SATD
which gives nice easy to reproduce results ,No,Yes,Yes,>SATD
          originally by eavise        note  my alternative implementation of region loss is in netharn  dev   somewhere     i probably should test if that is faster    more correct and them perhaps use    that instead               ,Yes,Yes,No,>SATD
this module is a hack for backwards compatibility,Yes,Yes,Yes,>SATD
partion your   nice   sessions into broken and live symlinks ,No,Yes,Yes,>SATD
i m not sure how to used index objects correctly  so lets hack it,Yes,Yes,Yes,>SATD
todo  clip polygons,Yes,Yes,No,>SATD
todo  add logic to color by class,Yes,No,Yes,>SATD
todo  binarize ccs  and efficiently encode if possible ,Yes,No,Yes,>SATD
todo  convert segmentation information,Yes,Yes,Yes,>SATD
fix opencv bugs,Yes,Yes,Yes,>Not SATD
todo  netharn should allow for this,Yes,Yes,Yes,>SATD
hack the coder into the criterion,No,No,No,>SATD
todo  this may not be the correct transform,Yes,No,Yes,>SATD
hack ,Yes,No,Yes,>SATD
todo  scale up to original image size,Yes,Yes,Yes,>SATD
batch size 8  this is pretty slow and can likely be improved by fixing,Yes,Yes,Yes,>SATD
todo  infer numbr of channels,Yes,Yes,Yes,>SATD
todo  find a way to generalize the evaluator concept using the,Yes,No,Yes,>SATD
todo  better way to load per pixel truth with sampler,Yes,Yes,Yes,>SATD
todo  we should probably change the name of this directory to either,Yes,No,Yes,>SATD
todo  refactor so netharn has a proper iteration mode,Yes,Yes,Yes,>SATD
try and introspect the initkw  which is needed for model,No,Yes,Yes,>Not SATD
maybe thread safer way of doing this  maybe not  there is a,Yes,Yes,Yes,>SATD
hack  call with all modes,Yes,No,Yes,>SATD
hack for output shape with upsample,Yes,No,Yes,>SATD
hack  when inputs have more channels try pulling in only the,Yes,Yes,Yes,>SATD
hack outputshapefor with sympy to do some symbolic math,No,No,No,>SATD
todo  this could be a weight instead,Yes,No,Yes,>SATD
todo   rectify,Yes,No,Yes,>SATD
todo  refactor  minimize  verify correctness,Yes,Yes,Yes,>SATD
todo  ensure normalized,Yes,No,Yes,>SATD
todo  use permute,Yes,Yes,Yes,>SATD
todo  handle broadcast,Yes,Yes,Yes,>SATD
fixme  this is wrong  should scale be a function of step and window ,Yes,Yes,Yes,>SATD
fixme  is this really how big the padding should be ,Yes,No,Yes,>SATD
todo  proper warmup iters,Yes,Yes,Yes,>SATD
maybe a hook system like mmcv ,No,Yes,Yes,>SATD
focal loss is usually better than nh criterions crossentropyloss,No,No,No,>SATD
kwant breaks on 0 predictions  hack in a bad prediction,Yes,Yes,Yes,>SATD
hack values that we don t apply smoothing to,Yes,Yes,Yes,>SATD
  todo  bxs is a bad name  but what do we rename it to ,Yes,No,Yes,>SATD
